name,url,description,duration,test_type,job_level,language,pdf_url,pdf_data,rich_text,duration_mins
Accounts Payable Simulation (New),https://www.shl.com/products/product-catalog/view/accounts-payable-simulation-new/,Simulated data entry test that measures the ability to process payables and vendor invoices.,8.0,['Simulations'],"Entry-Level, Graduate, Mid-Professional, Professional Individual Contributor",English (USA),https://service.shl.com/docs/Accounts Payable Simulation (New).pdf,"{'Assessment Name': 'Accounts Payable Simulation', 'Overview': 'Simulated data entry test that measures the ability to process payables and vendor invoices.', 'Relevant Job Roles': 'Accounts Payable Specialist, Bookkeeping, Accounting, and Auditing Clerk, Statement Clerk, Billing, Cost, and Rate Clerks', 'Language': 'English (US)', 'Average Testing Time': '08', 'Allowed Time': '10', 'Max Questions': '03', 'Sittings': 'One', 'Test Type': 'Simulation', 'Sector': 'Accounting and Finance', 'Scores Reported': 'Overall Score', 'ONET Competency': 'Economics and Accounting', 'Competencies Measured': ['Purchase orders', 'Invoices and claims', 'Expense vouchers']}","Assessment Name: Accounts Payable Simulation (New). Description: Simulated data entry test that measures the ability to process payables and vendor invoices.. Job Level: Entry-Level, Graduate, Mid-Professional, Professional Individual Contributor. Language: English (USA). Test Type: Simulations. Duration: 8.0 minutes. Overview: Simulated data entry test that measures the ability to process payables and vendor invoices.. Allowed Time: 10. Max Questions: 03. Sittings: One. Sector: Accounting and Finance. Competencies: Purchase orders, Invoices and claims, Expense vouchers. Scores Reported: Overall Score. ONET Competency: Economics and Accounting.",8
Accounts Receivable Simulation (New),https://www.shl.com/products/product-catalog/view/accounts-receivable-simulation-new/,Simulated data entry test that measures the ability to process receivables and invoices.,8.0,['Simulations'],"Entry-Level, Graduate, Mid-Professional, Professional Individual Contributor",English (USA),https://service.shl.com/docs/Accounts Receivable Simulation (New).pdf,"{'Assessment Name': 'Accounts Receivable Simulation', 'Overview': 'Simulated data entry test that measures the ability to process receivables and invoices.', 'Relevant Job Roles': 'Accounts Receivable Specialist, Bill and Account Collectors, Bookkeeping, Accounting, and Auditing Clerks, Statement Clerks, Billing, Cost, and Rate Clerks, Collection Agent', 'Language': 'English (US)', 'Average Testing Time': '08', 'Allowed Time': '10', 'Max Questions': '03', 'Sittings': 'One', 'Test Type': 'Simulation', 'Sector': 'Accounting and Finance', 'Scores Reported': '• Overall Score', 'ONET Competency': 'Economics and Accounting', 'Competencies Measured': ['Invoice processing', 'Cheque and cash receipts', 'Ageing report and vendor registrations']}","Assessment Name: Accounts Receivable Simulation (New). Description: Simulated data entry test that measures the ability to process receivables and invoices.. Job Level: Entry-Level, Graduate, Mid-Professional, Professional Individual Contributor. Language: English (USA). Test Type: Simulations. Duration: 8.0 minutes. Overview: Simulated data entry test that measures the ability to process receivables and invoices.. Allowed Time: 10. Max Questions: 03. Sittings: One. Sector: Accounting and Finance. Competencies: Invoice processing, Cheque and cash receipts, Ageing report and vendor registrations. Scores Reported: • Overall Score. ONET Competency: Economics and Accounting.",8
Aeronautical Engineering (New),https://www.shl.com/products/product-catalog/view/aeronautical-engineering-new/,"Multi-choice test that measures the knowledge of flight mechanics, space dynamics, aerodynamics, structures and propulsion.",10.0,['Knowledge & Skills'],"Graduate, Mid-Professional, Professional Individual Contributor",English (USA),https://service.shl.com/docs/Aeronautical Engineering (New).pdf,"{'Assessment Name': 'Aeronautical Engineering', 'Overview': 'Multi-choice test that measures the knowledge of ﬂight mechanics, space dynamics, aerodynamics, structures and propulsion.', 'Relevant Job Roles': 'Aeronautical Engineer, Aviation Inspectors, Aerospace Stress Engineer, Flight Test Engineer', 'Language': 'English (US)', 'Average Testing Time': '10', 'Allowed Time': '15', 'Max Questions': '15', 'Sittings': 'One', 'Test Type': 'Multiple Choice - CTT', 'Sector': 'Engineering', 'Scores Reported': 'Overall Score, Flight and Space Mechanics, Aerodynamics, Aircraft Structures and Propulsion', 'ONET Competency': 'Engineering and Technology', 'Competencies Measured': ['Fundamentals of ﬂuid mechanics', 'Airfoil and wing theory', 'Compressible and viscous ﬂows', 'Flight vehicle structures', 'Stress and strain analysis of aircraft structures', 'Structural dynamics', 'Aircraft performance', 'Aircraft static stability', 'Aircraft dynamic stability and response', 'Thermodynamics of aircraft engines', 'Rigid body dynamics', 'Satellite operations']}","Assessment Name: Aeronautical Engineering (New). Description: Multi-choice test that measures the knowledge of flight mechanics, space dynamics, aerodynamics, structures and propulsion.. Job Level: Graduate, Mid-Professional, Professional Individual Contributor. Language: English (USA). Test Type: Knowledge & Skills. Duration: 10.0 minutes. Overview: Multi-choice test that measures the knowledge of ﬂight mechanics, space dynamics, aerodynamics, structures and propulsion.. Allowed Time: 15. Max Questions: 15. Sittings: One. Sector: Engineering. Competencies: Fundamentals of ﬂuid mechanics, Airfoil and wing theory, Compressible and viscous ﬂows, Flight vehicle structures, Stress and strain analysis of aircraft structures, Structural dynamics, Aircraft performance, Aircraft static stability, Aircraft dynamic stability and response, Thermodynamics of aircraft engines, Rigid body dynamics, Satellite operations. Scores Reported: Overall Score, Flight and Space Mechanics, Aerodynamics, Aircraft Structures and Propulsion. ONET Competency: Engineering and Technology.",10
Adobe Photoshop CC,https://www.shl.com/products/product-catalog/view/adobe-photoshop-cc/,"The Adobe Photoshop CC test measures knowledge of Adobe Photoshop CC. Designed for experienced users, this test covers the following topics: 3D, Color, File Management, Interface, Layers, Painting and Drawing, Retouch and Enhancements, Selection, Text, and Web.",20.0,['Knowledge & Skills'],"Mid-Professional, Professional Individual Contributor",English (USA),https://service.shl.com/docs/Fact_Sheet-adobe_photoshop_cc.pdf,"{'Assessment Name': 'Adobe Photoshop CC', 'Overview': 'The Adobe Photoshop CC test measures knowledge of Adobe Photoshop CC. Designed for experienced users.', 'Relevant Job Roles': 'Web Application Designer, Graphics Designer', 'Language': None, 'Average Testing Time': '20 minutes', 'Allowed Time': '90 minutes', 'Max Questions': '30 questions', 'Sittings': 'One', 'Test Type': 'Multiple Choice - Adaptive', 'Sector': 'Multimedia & Web Design', 'Scores Reported': None, 'ONET Competency': None, 'Competencies Measured': ['3D', 'Color', 'File Management', 'Interface', 'Layers', 'Painting and Drawing', 'Retouch and Enhancements', 'Selection', 'Text', 'Web']}","Assessment Name: Adobe Photoshop CC. Description: The Adobe Photoshop CC test measures knowledge of Adobe Photoshop CC. Designed for experienced users, this test covers the following topics: 3D, Color, File Management, Interface, Layers, Painting and Drawing, Retouch and Enhancements, Selection, Text, and Web.. Job Level: Mid-Professional, Professional Individual Contributor. Language: English (USA). Test Type: Knowledge & Skills. Duration: 20.0 minutes. Overview: The Adobe Photoshop CC test measures knowledge of Adobe Photoshop CC. Designed for experienced users.. Allowed Time: 90 minutes. Max Questions: 30 questions. Sittings: One. Sector: Multimedia & Web Design. Competencies: 3D, Color, File Management, Interface, Layers, Painting and Drawing, Retouch and Enhancements, Selection, Text, Web.",20
Adobe Experience Manager (New),https://www.shl.com/products/product-catalog/view/adobe-experience-manager-new/,"Multi-choice test that measures the knowledge of AEM components, templates, workflows, AEM collections, OSGi services and troubleshooting of AEM projects.",17.0,['Knowledge & Skills'],"Mid-Professional, Professional Individual Contributor",English (USA),https://service.shl.com/docs/Adobe Experience Manager (New).pdf,"{'Assessment Name': 'Adobe Experience Manager', 'Overview': 'Multi-choice test that measures the knowledge of AEM components, templates, workﬂows, AEM collections, OSGi services and troubleshooting of AEM projects.', 'Relevant Job Roles': 'Technical Support Engineer, AEM Consultant, AEM Architect, AEM Developer, AEM System Administrator', 'Language': 'English (US)', 'Average Testing Time': '17', 'Allowed Time': '25', 'Max Questions': '22', 'Sittings': 'One', 'Test Type': 'Multiple Choice - CTT', 'Sector': 'Multimedia & Web Design', 'Scores Reported': ['Overall Score', 'AEM Conﬁguration and Components', 'AEM Administration', 'OSGI Services and Troubleshooting'], 'ONET Competency': None, 'Competencies Measured': ['AEM installation and conﬁguration', 'AEM components and templates', 'AEM workﬂow', 'AEM link checker', 'AEM query builder', 'AEM collections', 'OSGI services', 'Client libraries', 'Troubleshooting AEM projects']}","Assessment Name: Adobe Experience Manager (New). Description: Multi-choice test that measures the knowledge of AEM components, templates, workflows, AEM collections, OSGi services and troubleshooting of AEM projects.. Job Level: Mid-Professional, Professional Individual Contributor. Language: English (USA). Test Type: Knowledge & Skills. Duration: 17.0 minutes. Overview: Multi-choice test that measures the knowledge of AEM components, templates, workﬂows, AEM collections, OSGi services and troubleshooting of AEM projects.. Allowed Time: 25. Max Questions: 22. Sittings: One. Sector: Multimedia & Web Design. Competencies: AEM installation and conﬁguration, AEM components and templates, AEM workﬂow, AEM link checker, AEM query builder, AEM collections, OSGI services, Client libraries, Troubleshooting AEM projects. Scores Reported: Overall Score, AEM Conﬁguration and Components, AEM Administration, OSGI Services and Troubleshooting.",17
Agile Software Development,https://www.shl.com/products/product-catalog/view/agile-software-development/,"Multi-choice test that measures the knowledge of agile methodology, scrum, feature driven software development, incremental and iterative development and processes involved in agile software development.",7.0,['Knowledge & Skills'],Graduate,English (USA),https://service.shl.com/docs/sample_report.pdf,"{'Assessment Name': 'Agile Software Development', 'Overview': None, 'Relevant Job Roles': None, 'Language': None, 'Average Testing Time': None, 'Allowed Time': None, 'Max Questions': None, 'Sittings': None, 'Test Type': None, 'Sector': None, 'Scores Reported': None, 'ONET Competency': None, 'Competencies Measured': ['Agile Methodology', 'Software Development', 'Process and Approaches']}","Assessment Name: Agile Software Development. Description: Multi-choice test that measures the knowledge of agile methodology, scrum, feature driven software development, incremental and iterative development and processes involved in agile software development.. Job Level: Graduate. Language: English (USA). Test Type: Knowledge & Skills. Duration: 7.0 minutes. Overview: . Allowed Time: . Max Questions: . Sittings: . Sector: . Competencies: Agile Methodology, Software Development, Process and Approaches.",7
Agile Testing (New),https://www.shl.com/products/product-catalog/view/agile-testing-new/,"Multi-choice test that measures the knowledge of tools, techniques and processes involved in the Agile testing methodology.",13.0,['Knowledge & Skills'],"Mid-Professional, Professional Individual Contributor",English (USA),https://service.shl.com/docs/Agile Testing (New).pdf,"{'Assessment Name': 'Agile Testing', 'Overview': 'Multi-choice test that measures the knowledge of tools, techniques and processes involved in the Agile testing methodology.', 'Relevant Job Roles': 'Quality Analyst, Software Tester, QA Engineer', 'Language': 'English (US)', 'Average Testing Time': '13', 'Allowed Time': '15', 'Max Questions': '15', 'Sittings': 'One', 'Test Type': 'Multiple Choice - CTT', 'Sector': 'Information Technology', 'Scores Reported': ['Overall Score', 'Agile Software Development', 'Agile Testing Processes', 'Agile Testing Methods'], 'ONET Competency': None, 'Competencies Measured': ['Agile software development methodology', 'Agile software development approaches', 'Release and iteration planning', 'Continuous integration', 'Story template and retrospective meetings', 'Agile testing methods: behavior driven development, test driven development, acceptance test driven development', 'Assessing quality risks and estimating test effort', 'Sprint planning and effort estimation in Agile project management', 'Agile exploratory testing', 'Agile testing tools for task management and tracking, communication and information sharing', 'Tools for software-build, configuration management, test design, implementation and execution', 'Independent testing options, communicating test status, progress and product quality', 'Managing regression risk and evolving manual and automated test cases', 'Test levels in Agile, test pyramid, types and quadrants']}","Assessment Name: Agile Testing (New). Description: Multi-choice test that measures the knowledge of tools, techniques and processes involved in the Agile testing methodology.. Job Level: Mid-Professional, Professional Individual Contributor. Language: English (USA). Test Type: Knowledge & Skills. Duration: 13.0 minutes. Overview: Multi-choice test that measures the knowledge of tools, techniques and processes involved in the Agile testing methodology.. Allowed Time: 15. Max Questions: 15. Sittings: One. Sector: Information Technology. Competencies: Agile software development methodology, Agile software development approaches, Release and iteration planning, Continuous integration, Story template and retrospective meetings, Agile testing methods: behavior driven development, test driven development, acceptance test driven development, Assessing quality risks and estimating test effort, Sprint planning and effort estimation in Agile project management, Agile exploratory testing, Agile testing tools for task management and tracking, communication and information sharing, Tools for software-build, configuration management, test design, implementation and execution, Independent testing options, communicating test status, progress and product quality, Managing regression risk and evolving manual and automated test cases, Test levels in Agile, test pyramid, types and quadrants. Scores Reported: Overall Score, Agile Software Development, Agile Testing Processes, Agile Testing Methods.",13
Aerospace Engineering (New),https://www.shl.com/products/product-catalog/view/aerospace-engineering-new/,"Multi-choice test that measures the conceptual knowledge of aerodynamics, aircraft systems and instrumentation, flight dynamics, space dynamics and avionics.",10.0,['Knowledge & Skills'],"Graduate, Mid-Professional, Professional Individual Contributor",English (USA),https://service.shl.com/docs/Aerospace Engineering (New).pdf,"{'Assessment Name': 'Aerospace Engineering', 'Overview': 'Multi-choice test that measures the conceptual knowledge of aerodynamics, aircraft systems and instrumentation, ﬂight dynamics, space dynamics and avionics.', 'Relevant Job Roles': 'Aerospace Engineer, Aerospace Engineering and Operations Technician, Avionics Engineer, Flight Test Engineer, Flight Controls Engineer', 'Language': 'English (US)', 'Average Testing Time': '10', 'Allowed Time': '20', 'Max Questions': '18', 'Sittings': 'One', 'Test Type': 'Multiple Choice - CTT', 'Sector': 'Engineering', 'Scores Reported': ['Overall Score', 'Aerodynamics', 'Aerospace Mechanics', 'Aircraft Systems and Instrumentation', 'Advance Aerospace Engineering'], 'ONET Competency': 'Engineering and Technology', 'Competencies Measured': ['Aero engine design', 'Compressible and ﬁnite wing aerodynamics', 'Vibrations and elements of aeroelasticity', 'Aerospace structural mechanics', 'Aero-ﬂuid mechanics', 'Basics of aircraft systems', 'Aircraft control systems and instrumentation', 'Aircraft propulsion and gas turbine engines', 'Aircraft structural analysis and design', 'Aircraft performance, stability and control', 'Flight dynamics', 'Space dynamics', 'Avionics', 'Aircraft maintenance and airworthiness']}","Assessment Name: Aerospace Engineering (New). Description: Multi-choice test that measures the conceptual knowledge of aerodynamics, aircraft systems and instrumentation, flight dynamics, space dynamics and avionics.. Job Level: Graduate, Mid-Professional, Professional Individual Contributor. Language: English (USA). Test Type: Knowledge & Skills. Duration: 10.0 minutes. Overview: Multi-choice test that measures the conceptual knowledge of aerodynamics, aircraft systems and instrumentation, ﬂight dynamics, space dynamics and avionics.. Allowed Time: 20. Max Questions: 18. Sittings: One. Sector: Engineering. Competencies: Aero engine design, Compressible and ﬁnite wing aerodynamics, Vibrations and elements of aeroelasticity, Aerospace structural mechanics, Aero-ﬂuid mechanics, Basics of aircraft systems, Aircraft control systems and instrumentation, Aircraft propulsion and gas turbine engines, Aircraft structural analysis and design, Aircraft performance, stability and control, Flight dynamics, Space dynamics, Avionics, Aircraft maintenance and airworthiness. Scores Reported: Overall Score, Aerodynamics, Aerospace Mechanics, Aircraft Systems and Instrumentation, Advance Aerospace Engineering. ONET Competency: Engineering and Technology.",10
AI Skills,https://www.shl.com/products/product-catalog/view/ai-skills/,The AI Skills assessment measures the skills that help candidates successfully leverage AI in their work.,16.0,['Personality & Behavior'],General Population,English (USA),https://service.shl.com/docs/Sample_Candidate_sample.candidate@shl931.com_AISkillsCandidateReport_1572760.pdf,"{'Assessment Name': 'AI Skills Candidate Report', 'Overview': ""This report is designed to give you information about your relative strengths and weaknesses on the skills known to be important for success leveraging AI in your work. In addition, the report provides valuable on-the-job tips and suggestions to help you develop these skills further. The score that you receive describes how your responses compared against our database of responses consisting of your peers. The assessment that you have taken has been scientifically validated by up to 30 years of statistical data collection and analysis. People who score higher on the dimensions tend to perform better on the skills outlined in the report. The developmental tips that you receive are intended to help you improve your skills for each specific domain. All of us, regardless of our scores, can improve by following appropriate developmental solutions and strategically focusing on areas that may require improvement. Don't try to do everything at once, as personal development does not happen overnight. If you score in the 'Purple Zone', this may be an area where you want to focus your developmental efforts. Even if you score well it is still important for you to use the developmental tips to leverage your strength in this domain."", 'Relevant Job Roles': None, 'Language': None, 'Average Testing Time': None, 'Allowed Time': None, 'Max Questions': None, 'Sittings': None, 'Test Type': None, 'Sector': None, 'Scores Reported': 'The score that you receive describes how your responses compared against our database of responses consisting of your peers.', 'ONET Competency': None, 'Competencies Measured': ['Applies Sensible Guardrails', 'Champions AI', 'Embraces AI', 'Engineers Prompts', 'Identifies Opportunities', 'Integrates Solutions', 'Strategically Inspired']}","Assessment Name: AI Skills. Description: The AI Skills assessment measures the skills that help candidates successfully leverage AI in their work.. Job Level: General Population. Language: English (USA). Test Type: Personality & Behavior. Duration: 16.0 minutes. Overview: This report is designed to give you information about your relative strengths and weaknesses on the skills known to be important for success leveraging AI in your work. In addition, the report provides valuable on-the-job tips and suggestions to help you develop these skills further. The score that you receive describes how your responses compared against our database of responses consisting of your peers. The assessment that you have taken has been scientifically validated by up to 30 years of statistical data collection and analysis. People who score higher on the dimensions tend to perform better on the skills outlined in the report. The developmental tips that you receive are intended to help you improve your skills for each specific domain. All of us, regardless of our scores, can improve by following appropriate developmental solutions and strategically focusing on areas that may require improvement. Don't try to do everything at once, as personal development does not happen overnight. If you score in the 'Purple Zone', this may be an area where you want to focus your developmental efforts. Even if you score well it is still important for you to use the developmental tips to leverage your strength in this domain.. Allowed Time: . Max Questions: . Sittings: . Sector: . Competencies: Applies Sensible Guardrails, Champions AI, Embraces AI, Engineers Prompts, Identifies Opportunities, Integrates Solutions, Strategically Inspired. Scores Reported: The score that you receive describes how your responses compared against our database of responses consisting of your peers..",16
Android Development (New),https://www.shl.com/products/product-catalog/view/android-development-new/,"Multi-choice test that measures the knowledge of UI components for an Android device, services and alerts, animation and media apps, application components, security and testing.",7.0,['Knowledge & Skills'],"Mid-Professional, Professional Individual Contributor",English (USA),https://service.shl.com/docs/Android Development (New).pdf,"{'Assessment Name': 'Android Development', 'Overview': 'Multi-choice test that measures the knowledge of UI components for an Android device, services and alerts, animation and media apps, application components, security and testing.', 'Relevant Job Roles': 'Android Developer, Software Engineer Mobile - Android,', 'Language': 'English (US)', 'Average Testing Time': '07', 'Allowed Time': '15', 'Max Questions': '12', 'Sittings': 'One', 'Test Type': 'Multiple Choice - CTT', 'Sector': 'Information Technology', 'Scores Reported': ['Overall Score', 'Basics and UI Components', 'Application Components', 'Security and Communication'], 'ONET Competency': 'Programming', 'Competencies Measured': ['Android and its resources', 'User interface', 'Animation and media apps', 'Activities & intents', 'Data storage', 'Services and alerts', 'IPC and broadcast receivers', 'Communication', 'Maps and location', 'Security and networking', 'Testing']}","Assessment Name: Android Development (New). Description: Multi-choice test that measures the knowledge of UI components for an Android device, services and alerts, animation and media apps, application components, security and testing.. Job Level: Mid-Professional, Professional Individual Contributor. Language: English (USA). Test Type: Knowledge & Skills. Duration: 7.0 minutes. Overview: Multi-choice test that measures the knowledge of UI components for an Android device, services and alerts, animation and media apps, application components, security and testing.. Allowed Time: 15. Max Questions: 12. Sittings: One. Sector: Information Technology. Competencies: Android and its resources, User interface, Animation and media apps, Activities & intents, Data storage, Services and alerts, IPC and broadcast receivers, Communication, Maps and location, Security and networking, Testing. Scores Reported: Overall Score, Basics and UI Components, Application Components, Security and Communication. ONET Competency: Programming.",7
